article_id,product_type_name,graphical_appearance_no,product_code,prod_name,product_type_no,product_group_name,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
884431001,Underwear bottom,1010016,884431,Tummy control shortie,286,Underwear,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping shortie briefs in jersey with a firm sculpting effect on the waist. High waist, lined gusset and full coverage at the back. The briefs are designed with the minimum number of seams for a seamless, comfortable feel against the skin and minimal visibility under clothes."
564309002,Underwear bottom,1010016,564309,Anthony solid,286,Underwear,Solid,73,Dark Blue,4,Dark,2,Blue,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and a lined front."
654590002,Underwear bottom,1010016,654590,Jackie plussize bottom,286,Underwear,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a lined gusset, high waist with a laser-cut edge, and wide lace trims at the hems. Light shaping effect on the waist, hips and bum."
797529004,Underwear bottom,1010016,797529,Ophelia Brazilian Anemon,286,Underwear,Solid,52,Pink,3,Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and half-string back."
567535007,Underwear bottom,1010016,567535,Malva hipster 3pk,286,Underwear,Solid,51,Light Pink,1,Dusty Light,4,Pink,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in soft, organic cotton jersey with lace trims, a low waist, lined gusset, wide sides and medium coverage at the back."
509091022,Underwear bottom,1010016,509091,Lola Brazilian (Acacia) 3pk,286,Underwear,Solid,52,Pink,2,Medium Dusty,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
608069011,Underwear bottom,1010016,608069,NOORA 3PACK fancy hipster,286,Underwear,Solid,9,Black,4,Dark,5,Black,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.
619285005,Underwear bottom,1010001,619285,Lyla lace thong,286,Underwear,All over pattern,10,White,3,Light,9,White,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Lace thong briefs with a lined gusset and string back.
577494003,Underwear bottom,1010016,577494,Stina 3-pack fancy,286,Underwear,Solid,9,Black,4,Dark,5,Black,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs with an elasticated waist and lined gusset.
509091023,Underwear bottom,1010001,509091,Lola Brazilian (Acacia) 3pk,286,Underwear,All over pattern,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
747838005,Underwear bottom,1010016,747838,Lou Bikini,286,Underwear,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bikini briefs with a low waist, lined gusset, narrow sides and medium coverage at the back."
798407001,Underwear bottom,1010016,798407,Orlando Mynta Thong,286,Underwear,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Thong briefs in lace with a low waist and lined gusset.
560393004,Underwear bottom,1010016,560393,Rae Lace Hipster (Poppy) 3p,286,Underwear,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
717695002,Underwear bottom,1010021,717695,Moonlight Brazilian,286,Underwear,Lace,41,Light Red,2,Medium Dusty,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a mid waist, lined gusset, wide sides and half-string back."
485683024,Underwear bottom,1010004,485683,Ralph 2-p woven boxer BB,286,Underwear,Check,73,Dark Blue,4,Dark,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Boxer shorts in a patterned cotton weave with an elasticated waist and fake fly.
662369025,Underwear bottom,1010017,662369,Max 3pk Checks and Stripes,286,Underwear,Stripe,10,White,3,Light,9,White,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
752667002,Underwear bottom,1010016,752667,Luna Hipster Primula Low  CS,286,Underwear,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back. The polyamide content of the briefs is partly recycled."
485542030,Underwear bottom,1010012,485542,Pricebrief brief SB 5-p,286,Underwear,Mixed solid/pattern,72,Blue,5,Bright,2,Blue,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Boys’ briefs in soft cotton jersey with an elasticated waist and lined front.
589520007,Underwear bottom,1010016,589520,Niko boxer SB 5-p,286,Underwear,Solid,7,Grey,1,Dusty Light,12,Grey,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
783440004,Underwear bottom,1010016,783440,Lumiere Brazilian.,286,Underwear,Solid,42,Red,2,Medium Dusty,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace and mesh with a low waist, lined gusset and high cut at the back."
640029001,Underwear bottom,1010016,640029,HM+ Hilly brief 2pk,286,Underwear,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a high waist, laser-cut edges and a lined gusset. The briefs have a lightly sculpting effect on the waist, seat and hips."
918726001,Underwear bottom,1010020,918726,Baby J 3p Ct Hipster,286,Underwear,Contrast,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with an elasticated mid waist, lined gusset and medium coverage at the back."
533618007,Underwear bottom,1010016,533618,Pedro Tie Bikini,286,Underwear,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bikini briefs with a low waist, lined gusset, mesh ties at the sides and medium coverage at the back."
708175005,Underwear bottom,1010016,708175,Lykke Brazilian Acacia Low,286,Underwear,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and mesh with a low waist, lined gusset, wide sides and half-string back."
589521004,Underwear bottom,1010016,589521,Niko 5-p boxer BB,286,Underwear,Solid,42,Red,5,Bright,18,Red,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
485683010,Underwear bottom,1010004,485683,Ralph 2-p woven boxer BB,286,Underwear,Check,72,Blue,3,Light,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Boxer shorts in a patterned cotton weave with an elasticated waist and fake fly.
711193001,Underwear bottom,1010021,711193,Buzz Bikini,286,Underwear,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in microfibre and lace with a mid waist, lined gusset, wide sides and cutaway coverage at the back."
634669003,Underwear bottom,1010016,634669,Carola Thong micro (maple) 3p,286,Underwear,Solid,12,Light Beige,1,Dusty Light,11,Beige,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre with a low waist, lined gusset and string back. The polyamide content of the briefs is recycled."
591553001,Underwear bottom,1010016,591553,2p Uma Lace Seamles Hipster,286,Underwear,Solid,12,Light Beige,1,Dusty Light,11,Beige,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in stretch fabric with a mid waist, lined gusset, wide sides and medium coverage at the back. Seamless."
605094010,Underwear bottom,1010001,605094,Fred Basic,286,Underwear,All over pattern,7,Grey,1,Dusty Light,12,Grey,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with a mid waist, lined gusset, wide sides and medium coverage at the back."
666115001,Underwear bottom,1010010,666115,2p Otto Seamless Mid (Pet.),286,Underwear,Melange,7,Grey,1,Dusty Light,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in stretch fabric with a mid waist, lined gusset, wide sides and medium coverage at the back. Seamless."
697920042,Underwear bottom,1010004,697920,Max 5pk,286,Underwear,Check,9,Black,4,Dark,5,Black,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
529012025,Underwear bottom,1010021,529012,Hazelnut Brazilian Acacia Low,286,Underwear,Lace,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back."
864415003,Underwear bottom,1010016,864415,Ilse Myntha Thong 2p,286,Underwear,Solid,51,Light Pink,3,Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset and string back."
517959029,Underwear bottom,1010012,517959,ROSIE 5p,286,Underwear,Mixed solid/pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
803969008,Underwear bottom,1010010,803969,Inga bikini shopbasket 7pk,286,Underwear,Melange,52,Pink,2,Medium Dusty,4,Pink,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in cotton jersey with a mid waist, lined gusset and medium coverage at the back."
678518003,Underwear bottom,1010016,678518,Ginger Hip reg. (Petun) M 3p,286,Underwear,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in jersey made from a cotton blend with a wide lace trim at the top. Mid waist, lined gusset, wide sides and cutaway coverage at the back."
564313020,Underwear bottom,1010016,564313,Robin 3pk Basic,286,Underwear,Solid,10,White,3,Light,9,White,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and short legs."
629764002,Underwear bottom,1010016,629764,Eden lotus bikini,286,Underwear,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in microfibre and lace with a mid waist, lined gusset, wide sides and medium coverage at the back."
577992002,Underwear bottom,1010016,577992,Frenchy Thong (Maple)Low 3p,286,Underwear,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and half-string back."
701014001,Underwear bottom,1010016,701014,Bella Thong Ctn Low 3p,286,Underwear,Solid,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back."
688728033,Underwear bottom,1010016,688728,Inga 7p Ct Hipster,286,Underwear,Solid,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Jersey hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
767577031,Underwear bottom,1010001,767577,Robin 3pk Fancy,286,Underwear,All over pattern,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
603145014,Underwear bottom,1010016,603145,Angela hipster,286,Underwear,Solid,53,Dark Pink,4,Dark,18,Red,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with lace trims, a mid waist, lined gusset, wide sides and cutaway coverage at the back."
372576017,Underwear bottom,1010016,372576,Robin 7pk Basic,286,Underwear,Solid,9,Black,4,Dark,12,Grey,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams, an elasticated waist, lined front and short legs."
767126005,Underwear bottom,1010012,767126,Niko Fancy boxer SB 5-p,286,Underwear,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
749885001,Underwear bottom,1010016,749885,2p OP brazilian high rise,286,Underwear,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre with laser-cut edges, a high waist, lined gusset and half-string back."
607151002,Underwear bottom,1010016,607151,Yaz Ch Hipster (Poppy),286,Underwear,Solid,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in microfibre and lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
675662004,Underwear bottom,1010013,675662,Robin 5pk Fancy,286,Underwear,Other pattern,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
863246001,Underwear bottom,1010016,863246,Anine foldover brief 3pk,286,Underwear,Solid,52,Pink,2,Medium Dusty,4,Pink,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Briefs in soft, organic cotton jersey with a wide, foldover edge at the waist and soft, narrow elastic trims at round the legs."
671800001,Underwear bottom,1010016,671800,Kaluha Brazilian,286,Underwear,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace Brazilian briefs with a mid waist, lined gusset, wide sides and half-string back."
594987002,Underwear bottom,1010016,594987,Fiona Bikini (Clover) 4pk,286,Underwear,Solid,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in organic cotton with lace trims, a low waist, lined gusset, and medium coverage at the back."
560393007,Underwear bottom,1010016,560393,Rae Lace Hipster (Poppy) 3p,286,Underwear,Solid,91,Light Green,1,Dusty Light,19,Green,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
598515018,Underwear bottom,1010016,598515,Fiona Ch Hipster(Poppy)4pk,286,Underwear,Solid,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in organic cotton jersey with lace trims. Low waist, lined gusset and cutaway coverage at the back."
658601039,Underwear bottom,1010012,658601,TP Daniel 3-p boxer SB,286,Underwear,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
841185004,Underwear bottom,1010016,841185,Venice bikini,286,Underwear,Solid,32,Orange,7,Medium,8,Yellow,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in lace with a low waist, lined gusset and medium coverage at the back."
859743006,Underwear bottom,1010016,859743,Coachella brazilian 2p,286,Underwear,Solid,51,Light Pink,3,Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a V-shaped, mid waist, lined gusset and high cut at the back."
660500002,Underwear bottom,1010021,660500,Rockstar strappy brazilian,286,Underwear,Lace,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace briefs with a mid waist, lined gusset, narrow sides with decorative straps and a half-string back."
485673041,Underwear bottom,1010001,485673,Henrik 3-p boxer BB,286,Underwear,All over pattern,92,Green,5,Bright,19,Green,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the shorts is organic."
574243002,Underwear bottom,1010016,574243,Badgely Hipster Pet. Mid,286,Underwear,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in microfibre with a mid waist, lined gusset, wide sides and medium coverage at the back."
539197011,Underwear bottom,1010021,539197,Clemenza thong (1),286,Underwear,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a mid waist, lined gusset, narrow sides and string back."
614854001,Underwear bottom,1010016,614854,Fiona brazilian (Acacia) 4p,286,Underwear,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft jersey with lace trims, a low waist, lined gusset, wide sides and half-string back. The cotton content of the briefs is organic."
619900001,Underwear bottom,1010021,619900,Dina lace brief,286,Underwear,Lace,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Lace briefs with a lined gusset and elasticated waist.
710854001,Underwear bottom,1010008,710854,NW Olga LL PJ,286,Underwear,Front print,51,Light Pink,1,Dusty Light,4,Pink,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Pyjamas in a soft cotton blend. Longer-style top in printed sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem. Leggings in soft, patterned jersey with an elasticated waist and ribbed hems."
497653001,Underwear bottom,1010016,497653,Lourdes Tie Bikini,286,Underwear,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bikini briefs with a low waist, lined gusset, satin ribbons that tie at the sides and cutaway coverage at the back."
624543013,Underwear bottom,1010012,624543,RONJA 5-p brief fancy,286,Underwear,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey briefs in various designs with an elasticated waist and lined gusset.
702883001,Underwear bottom,1010016,702883,Didi Hipster Mic 3p,286,Underwear,Solid,52,Pink,2,Medium Dusty,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre hipster briefs with a mid waist, lined gusset, narrow sides and medium coverage at the back."
589521012,Underwear bottom,1010016,589521,Niko 5-p boxer BB (1),286,Underwear,Solid,32,Orange,7,Medium,3,Orange,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
793506018,Underwear bottom,1010001,793506,Chris 3pk Fancy,286,Underwear,All over pattern,73,Dark Blue,4,Dark,2,Blue,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and mid-length legs."
688916012,Underwear bottom,1010012,688916,ROSIE 5-p boxer,286,Underwear,Mixed solid/pattern,6,Light Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
736944010,Underwear bottom,1010012,736944,Chris 5pk fancy,286,Underwear,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams for added comfort, an elasticated waist, lined front and slightly longer legs."
803083001,Underwear bottom,1010016,803083,Evie Cotton V-shape Brazilian,286,Underwear,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in jersey and lace with a low, V-shaped waist, lined gusset and high cut at the back."
934259002,Underwear bottom,1010010,934259,Raymond 5pk,286,Underwear,Melange,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch jersey with flatlock seams, short legs, an elasticated waist and lined front."
640478001,Underwear bottom,1010020,640478,Jasmine Bikini Ch. Clover Low,286,Underwear,Contrast,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in lace with a low waist, lined gusset, wide sides and high-cut back."
793506016,Underwear bottom,1010017,793506,Chris 3pk Fancy,286,Underwear,Stripe,72,Blue,7,Medium,2,Blue,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and mid-length legs."
485539040,Underwear bottom,1010016,485539,Daniel 3-p boxer SB,286,Underwear,Solid,71,Light Blue,3,Light,2,Blue,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the boxer shorts is organic."
726199002,Skirt,1010001,726199,Willow,275,Garment Lower body,All over pattern,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Knee-length skirt in woven fabric with a slight sheen. High waist with a tab and metal buckle at the side of the waistband, and a wrapover front with an inner button. Unlined."
612133001,Skirt,1010001,612133,Moss skirt,275,Garment Lower body,All over pattern,9,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Short chiffon skirt with a sewn-in wrapover at the front with a gathered flounce that continues around the hem, and a concealed zip in the side. Lined."
922064002,Skirt,1010016,922064,Samantha PU pleated skirt,275,Garment Lower body,Solid,9,Black,4,Dark,5,Black,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,Calf-length pleated skirt in soft imitation leather with a waistband and concealed zip in one side.
861620001,Skirt,1010016,861620,Courtney,275,Garment Lower body,Solid,51,Light Pink,3,Light,4,Pink,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in airy, crinkled voile made from a Tencel™ lyocell blend. High, elasticated waist with a small frill trim. Lined in woven fabric made from recycled polyester."
674052006,Skirt,1010016,674052,Seattle skirt,275,Garment Lower body,Solid,9,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,Short imitation suede skirt with a high paper bag waist.
726165001,Skirt,1010016,726165,W PAMELA SKIRT EQ,275,Garment Lower body,Solid,9,Black,4,Dark,5,Black,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,Calf-length skirt in an airy cotton weave with visible buttons at one side and a gathered seam at the hips to create added width.
704451001,Skirt,1010015,704451,SPEED BOBBY FANCY,275,Garment Lower body,Sequin,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skirt in sequin-embroidered velour with concealed elastication at the waist. Jersey lining.
549131001,Skirt,1010001,549131,W Hay,275,Garment Lower body,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Pleated skirt in woven fabric with a concealed zip and hook-and-eye fastener in the side.
577588002,Skirt,1010007,577588,Jane Anglais Skirt,275,Garment Lower body,Embroidery,71,Light Blue,3,Light,2,Blue,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,Skirt in woven fabric with broderie anglaise and smocking at the waist. Lined.
887653002,Skirt,1010001,887653,Singapore,275,Garment Lower body,All over pattern,8,Dark Grey,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Calf-length skirt in woven fabric with buttons down the front. High waist with covered elastication at the back and pleats at the front for added width. Unlined.
